source_id,source_labels,source_properties,relation,target_id,target_labels,target_properties
344,[Component],"{
  network_level: 1,
  knowledge_domain: 工作原理,
  importance: 1.0,
  name: Non-airbreathing engine,
  description: A non-airbreathing engine carries both the fuel and the oxidizer required for combustion.,
  subsystem: General,
  id: 3,
  physics_domain: GeneralPhysics
}",CARRIES,500,[Parameter],"{
  network_level: 2,
  knowledge_domain: 工作原理,
  importance: 0.8,
  name: Fuel and Oxidizer,
  description: A non-airbreathing engine carries both the fuel and the oxidizer required for combustion.,
  subsystem: General,
  id: 159,
  physics_domain: GeneralPhysics
}"
344,[Component],"{
  network_level: 1,
  knowledge_domain: 工作原理,
  importance: 1.0,
  name: Non-airbreathing engine,
  description: A non-airbreathing engine carries both the fuel and the oxidizer required for combustion.,
  subsystem: General,
  id: 3,
  physics_domain: GeneralPhysics
}",SYNONYMOUS_WITH,390,[Component],"{
  network_level: 1,
  knowledge_domain: 系统分类,
  importance: 1.0,
  name: Rocket engine,
  description: A rocket engine carries both its fuel and its oxidizer, allowing it to operate in a vacuum outside the atmosphere.,
  subsystem: General,
  id: 49,
  physics_domain: GeneralPhysics
}"
345,[Parameter],"{
  network_level: 2,
  knowledge_domain: 部件关系,
  importance: 0.8,
  name: Gas generator,
  description: The core of any gas turbine engine is the gas generator.,
  subsystem: General,
  id: 4,
  physics_domain: GeneralPhysics
}",IS_CORE_OF,501,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Gas turbine engine,
  description: The core of any gas turbine engine is the gas generator.,
  subsystem: Expansion,
  id: 160,
  physics_domain: GeneralPhysics
}"
345,[Parameter],"{
  network_level: 2,
  knowledge_domain: 部件关系,
  importance: 0.8,
  name: Gas generator,
  description: The core of any gas turbine engine is the gas generator.,
  subsystem: General,
  id: 4,
  physics_domain: GeneralPhysics
}",CONSISTS_OF,346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}"
345,[Parameter],"{
  network_level: 2,
  knowledge_domain: 部件关系,
  importance: 0.8,
  name: Gas generator,
  description: The core of any gas turbine engine is the gas generator.,
  subsystem: General,
  id: 4,
  physics_domain: GeneralPhysics
}",CONSISTS_OF,434,[Component],"{
  network_level: 1,
  knowledge_domain: 压气机特性,
  importance: 1.0,
  name: Compressor,
  description: The isentropic compressor efficiency eta_c is defined as the ratio of ideal (isentropic) work to the actual work required for a given total pressure ratio.,
  subsystem: Compression,
  id: 93,
  physics_domain: GeneralPhysics
}"
345,[Parameter],"{
  network_level: 2,
  knowledge_domain: 部件关系,
  importance: 0.8,
  name: Gas generator,
  description: The core of any gas turbine engine is the gas generator.,
  subsystem: General,
  id: 4,
  physics_domain: GeneralPhysics
}",CONSISTS_OF,440,[Component],"{
  network_level: 1,
  knowledge_domain: 燃烧室特性,
  importance: 1.0,
  name: Combustor,
  description: Combustion efficiency eta_b is the ratio of the actual thermal energy released to the chemical energy available in the fuel.,
  subsystem: Combustion,
  id: 99,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",DRIVES,434,[Component],"{
  network_level: 1,
  knowledge_domain: 压气机特性,
  importance: 1.0,
  name: Compressor,
  description: The isentropic compressor efficiency eta_c is defined as the ratio of ideal (isentropic) work to the actual work required for a given total pressure ratio.,
  subsystem: Compression,
  id: 93,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",AFFECTS,359,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Thermal efficiency,
  description: Thermal efficiency is the ratio of the rate of kinetic energy production to the thermal power input from fuel.,
  subsystem: General,
  id: 18,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",AFFECTS,360,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Propulsive efficiency,
  description: Propulsive efficiency measures how effectively the engine's kinetic energy output is converted into aircraft propulsive power.,
  subsystem: General,
  id: 19,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",AFFECTS,361,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Overall efficiency,
  description: The overall efficiency of a propulsion system is the product of its thermal and propulsive efficiencies.,
  subsystem: General,
  id: 20,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",AFFECTS,436,[Parameter],"{
  network_level: 2,
  knowledge_domain: 效率理论,
  importance: 0.8,
  name: Polytropic efficiency,
  description: Polytropic efficiency (e_c for compressor, e_t for turbine) is defined as the isentropic efficiency of an elemental or infinitesimal stage.,
  subsystem: General,
  id: 95,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",AFFECTS,456,[Parameter],"{
  network_level: 2,
  knowledge_domain: 燃烧损失,
  importance: 0.8,
  name: Combustion efficiency,
  description: Combustion efficiency is often expressed as the ratio of actual characteristic velocity (c*_actual) to the theoretical characteristic velocity (c*_theoretical).,
  subsystem: Combustion,
  id: 115,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",AFFECTS,471,[Parameter],"{
  network_level: 2,
  knowledge_domain: 涡喷循环,
  importance: 0.8,
  name: Real turbojet efficiency,
  description: Irreversibilities in the compressor and turbine increase entropy, directly decreasing the specific thrust and increasing the TSFC.,
  subsystem: General,
  id: 130,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",AFFECTS,477,[Parameter],"{
  network_level: 2,
  knowledge_domain: 部件匹配,
  importance: 0.8,
  name: Mixer efficiency,
  description: Aerodynamic mixing of streams with different total temperatures and velocities introduces viscous shearing losses, reducing overall total pressure.,
  subsystem: General,
  id: 136,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",AFFECTS,480,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Propeller efficiency eta_prop,
  description: The efficiency with which the propeller converts the brake shaft horsepower into effective aircraft propulsive power.,
  subsystem: General,
  id: 139,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",AFFECTS,514,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Thermal efficiency and Propulsive efficiency,
  description: The overall efficiency of a propulsion system is the product of its thermal and propulsive efficiencies.,
  subsystem: General,
  id: 173,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",AFFECTS,590,[Parameter],"{
  network_level: 2,
  knowledge_domain: 压气机特性,
  importance: 0.8,
  name: Isentropic efficiency eta_c,
  description: The isentropic compressor efficiency eta_c is defined as the ratio of ideal (isentropic) work to the actual work required for a given total pressure ratio.,
  subsystem: General,
  id: 249,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",AFFECTS,591,[Parameter],"{
  network_level: 2,
  knowledge_domain: 压气机特性,
  importance: 0.8,
  name: Isentropic efficiency and Total pressure ratio,
  description: tau_c = 1 + (pi_c^((gamma-1)/gamma) - 1) / eta_c, which links actual temperature rise to pressure ratio.,
  subsystem: General,
  id: 250,
  physics_domain: FluidDynamics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",AFFECTS,592,[Parameter],"{
  network_level: 2,
  knowledge_domain: 效率理论,
  importance: 0.8,
  name: Isentropic efficiency of an infinitesimal stage,
  description: Polytropic efficiency (e_c for compressor, e_t for turbine) is defined as the isentropic efficiency of an elemental or infinitesimal stage.,
  subsystem: General,
  id: 251,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",AFFECTS,594,[Parameter],"{
  network_level: 2,
  knowledge_domain: 涡轮特性,
  importance: 0.8,
  name: Isentropic efficiency eta_t,
  description: The isentropic turbine efficiency eta_t is defined as the ratio of actual work output to the ideal (isentropic) work output for a given total pressure ratio.,
  subsystem: General,
  id: 253,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",AFFECTS,595,[Parameter],"{
  network_level: 2,
  knowledge_domain: 燃烧室特性,
  importance: 0.8,
  name: Combustion efficiency eta_b,
  description: Combustion efficiency eta_b is the ratio of the actual thermal energy released to the chemical energy available in the fuel.,
  subsystem: Combustion,
  id: 254,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",AFFECTS,600,[Parameter],"{
  network_level: 2,
  knowledge_domain: 机械传动,
  importance: 0.8,
  name: Mechanical efficiency eta_m,
  description: Mechanical efficiency eta_m accounts for frictional power losses in bearings and accessory gearboxes connecting the turbine and compressor shafts.,
  subsystem: General,
  id: 259,
  physics_domain: GeneralPhysics
}"
346,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Turbine,
  description: The turbine extracts energy from the hot gas to drive the compressor.,
  subsystem: Expansion,
  id: 5,
  physics_domain: GeneralPhysics
}",CHARACTERIZED_BY,594,[Parameter],"{
  network_level: 2,
  knowledge_domain: 涡轮特性,
  importance: 0.8,
  name: Isentropic efficiency eta_t,
  description: The isentropic turbine efficiency eta_t is defined as the ratio of actual work output to the ideal (isentropic) work output for a given total pressure ratio.,
  subsystem: General,
  id: 253,
  physics_domain: GeneralPhysics
}"
347,[Component],"{
  network_level: 1,
  knowledge_domain: 结构组成,
  importance: 1.0,
  name: Turbojet engine,
  description: A turbojet engine is formed by adding an inlet and an exhaust nozzle to the gas generator.,
  subsystem: General,
  id: 6,
  physics_domain: GeneralPhysics
}",ADDS,431,[Component],"{
  network_level: 1,
  knowledge_domain: 进气道特性,
  importance: 1.0,
  name: Inlet,
  description: The performance of the inlet (or diffuser) is primarily characterized by its total pressure ratio, pi_d = P_t2 / P_t0, also called the inlet recovery factor.,
  subsystem: General,
  id: 90,
  physics_domain: GeneralPhysics
}"
347,[Component],"{
  network_level: 1,
  knowledge_domain: 结构组成,
  importance: 1.0,
  name: Turbojet engine,
  description: A turbojet engine is formed by adding an inlet and an exhaust nozzle to the gas generator.,
  subsystem: General,
  id: 6,
  physics_domain: GeneralPhysics
}",ADDS,445,[Component],"{
  network_level: 1,
  knowledge_domain: 喷管特性,
  importance: 1.0,
  name: Exhaust nozzle,
  description: The exhaust nozzle performance is characterized by its total pressure ratio pi_n = P_t9 / P_t7, which represents friction losses in the nozzle duct.,
  subsystem: Exhaust,
  id: 104,
  physics_domain: GeneralPhysics
}"
348,[Component],"{
  network_level: 1,
  knowledge_domain: 结构组成,
  importance: 1.0,
  name: Turbofan engine,
  description: A turbofan engine adds a fan driven by an additional turbine stage or a separate spool.,
  subsystem: General,
  id: 7,
  physics_domain: GeneralPhysics
}",ADDS,502,[Parameter],"{
  network_level: 2,
  knowledge_domain: 结构组成,
  importance: 0.8,
  name: Fan,
  description: A turbofan engine adds a fan driven by an additional turbine stage or a separate spool.,
  subsystem: General,
  id: 161,
  physics_domain: GeneralPhysics
}"
349,[Component],"{
  network_level: 1,
  knowledge_domain: 结构组成,
  importance: 1.0,
  name: Turboprop engine,
  description: A turboprop engine uses a gas turbine core to drive a propeller through a reduction gearbox.,
  subsystem: General,
  id: 8,
  physics_domain: GeneralPhysics
}",DRIVES,503,[Parameter],"{
  network_level: 2,
  knowledge_domain: 结构组成,
  importance: 0.8,
  name: Propeller,
  description: A turboprop engine uses a gas turbine core to drive a propeller through a reduction gearbox.,
  subsystem: General,
  id: 162,
  physics_domain: GeneralPhysics
}"
350,[Component],"{
  network_level: 1,
  knowledge_domain: 输出特性,
  importance: 1.0,
  name: Turboshaft engine,
  description: A turboshaft engine delivers power to a shaft to drive something other than a propeller, such as a helicopter rotor.,
  subsystem: General,
  id: 9,
  physics_domain: GeneralPhysics
}",DELIVERS,504,[Parameter],"{
  network_level: 2,
  knowledge_domain: 输出特性,
  importance: 0.8,
  name: Shaft power,
  description: A turboshaft engine delivers power to a shaft to drive something other than a propeller, such as a helicopter rotor.,
  subsystem: General,
  id: 163,
  physics_domain: GeneralPhysics
}"
351,[Component],"{
  network_level: 1,
  knowledge_domain: 结构特性,
  importance: 1.0,
  name: Ramjet engine,
  description: The ramjet engine has no moving parts (no compressor or turbine) and relies on forward speed to compress air.,
  subsystem: General,
  id: 10,
  physics_domain: GeneralPhysics
}",HAS_NO,505,[Parameter],"{
  network_level: 2,
  knowledge_domain: 结构特性,
  importance: 0.8,
  name: Moving parts,
  description: The ramjet engine has no moving parts (no compressor or turbine) and relies on forward speed to compress air.,
  subsystem: General,
  id: 164,
  physics_domain: GeneralPhysics
}"
352,[Component],"{
  network_level: 1,
  knowledge_domain: 工作原理,
  importance: 1.0,
  name: Pulsejet engine,
  description: A pulsejet engine operates with periodic or intermittent combustion using valves or acoustic geometry.,
  subsystem: General,
  id: 11,
  physics_domain: GeneralPhysics
}",OPERATES_BY,506,[Parameter],"{
  network_level: 2,
  knowledge_domain: 工作原理,
  importance: 0.8,
  name: Intermittent combustion,
  description: A pulsejet engine operates with periodic or intermittent combustion using valves or acoustic geometry.,
  subsystem: Combustion,
  id: 165,
  physics_domain: GeneralPhysics
}"
353,[BoundaryCondition],"{
  network_level: 4,
  knowledge_domain: 性能指标,
  importance: 0.5,
  name: Uninstalled thrust,
  description: The uninstalled thrust (F_n) is the force produced by the engine alone, neglecting installation effects.,
  subsystem: General,
  id: 12,
  physics_domain: GeneralPhysics
}",DEFINED_AS,507,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Internal performance,
  description: The uninstalled thrust (F_n) is the force produced by the engine alone, neglecting installation effects.,
  subsystem: General,
  id: 166,
  physics_domain: GeneralPhysics
}"
354,[BoundaryCondition],"{
  network_level: 4,
  knowledge_domain: 性能指标,
  importance: 0.5,
  name: Installed thrust,
  description: The installed thrust F is equal to the uninstalled thrust F_n minus the inlet drag D_inlet and the nozzle drag D_nozzle.,
  subsystem: General,
  id: 13,
  physics_domain: GeneralPhysics
}",CALCULATED_FROM,353,[BoundaryCondition],"{
  network_level: 4,
  knowledge_domain: 性能指标,
  importance: 0.5,
  name: Uninstalled thrust,
  description: The uninstalled thrust (F_n) is the force produced by the engine alone, neglecting installation effects.,
  subsystem: General,
  id: 12,
  physics_domain: GeneralPhysics
}"
354,[BoundaryCondition],"{
  network_level: 4,
  knowledge_domain: 性能指标,
  importance: 0.5,
  name: Installed thrust,
  description: The installed thrust F is equal to the uninstalled thrust F_n minus the inlet drag D_inlet and the nozzle drag D_nozzle.,
  subsystem: General,
  id: 13,
  physics_domain: GeneralPhysics
}",SUBSTRACTS,355,[Component],"{
  network_level: 1,
  knowledge_domain: 安装损失,
  importance: 1.0,
  name: Inlet drag,
  description: Drag associated with the engine intake aerodynamic forces.,
  subsystem: General,
  id: 14,
  physics_domain: GeneralPhysics
}"
354,[BoundaryCondition],"{
  network_level: 4,
  knowledge_domain: 性能指标,
  importance: 0.5,
  name: Installed thrust,
  description: The installed thrust F is equal to the uninstalled thrust F_n minus the inlet drag D_inlet and the nozzle drag D_nozzle.,
  subsystem: General,
  id: 13,
  physics_domain: GeneralPhysics
}",SUBSTRACTS,356,[Component],"{
  network_level: 1,
  knowledge_domain: 安装损失,
  importance: 1.0,
  name: Nozzle drag,
  description: Drag associated with the exhaust aft-end geometry and flow field.,
  subsystem: Exhaust,
  id: 15,
  physics_domain: GeneralPhysics
}"
355,[Component],"{
  network_level: 1,
  knowledge_domain: 安装损失,
  importance: 1.0,
  name: Inlet drag,
  description: Drag associated with the engine intake aerodynamic forces.,
  subsystem: General,
  id: 14,
  physics_domain: GeneralPhysics
}",IS_CAUSED_BY,508,[BoundaryCondition],"{
  network_level: 4,
  knowledge_domain: 安装损失,
  importance: 0.5,
  name: Inlet installation,
  description: Drag associated with the engine intake aerodynamic forces.,
  subsystem: General,
  id: 167,
  physics_domain: GeneralPhysics
}"
356,[Component],"{
  network_level: 1,
  knowledge_domain: 安装损失,
  importance: 1.0,
  name: Nozzle drag,
  description: Drag associated with the exhaust aft-end geometry and flow field.,
  subsystem: Exhaust,
  id: 15,
  physics_domain: GeneralPhysics
}",IS_CAUSED_BY,509,[BoundaryCondition],"{
  network_level: 4,
  knowledge_domain: 安装损失,
  importance: 0.5,
  name: Nozzle installation,
  description: Drag associated with the exhaust aft-end geometry and flow field.,
  subsystem: Exhaust,
  id: 168,
  physics_domain: GeneralPhysics
}"
357,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Thrust specific fuel consumption,
  description: Thrust specific fuel consumption (TSFC or S) is defined as the mass flow rate of fuel divided by the thrust.,
  subsystem: General,
  id: 16,
  physics_domain: GeneralPhysics
}",DEFINED_AS,510,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Fuel mass flow per unit thrust,
  description: Thrust specific fuel consumption (TSFC or S) is defined as the mass flow rate of fuel divided by the thrust.,
  subsystem: General,
  id: 169,
  physics_domain: FluidDynamics
}"
358,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: TSFC,
  description: Lower TSFC indicates a more fuel-efficient engine for a given thrust requirement.,
  subsystem: General,
  id: 17,
  physics_domain: GeneralPhysics
}",INDICATES,511,[Component],"{
  network_level: 1,
  knowledge_domain: 性能指标,
  importance: 1.0,
  name: Engine fuel efficiency,
  description: Lower TSFC indicates a more fuel-efficient engine for a given thrust requirement.,
  subsystem: General,
  id: 170,
  physics_domain: GeneralPhysics
}"
359,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Thermal efficiency,
  description: Thermal efficiency is the ratio of the rate of kinetic energy production to the thermal power input from fuel.,
  subsystem: General,
  id: 18,
  physics_domain: GeneralPhysics
}",MEASURES,512,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Heat conversion to kinetic energy,
  description: Thermal efficiency is the ratio of the rate of kinetic energy production to the thermal power input from fuel.,
  subsystem: General,
  id: 171,
  physics_domain: Thermodynamics
}"
360,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Propulsive efficiency,
  description: Propulsive efficiency measures how effectively the engine's kinetic energy output is converted into aircraft propulsive power.,
  subsystem: General,
  id: 19,
  physics_domain: GeneralPhysics
}",MEASURES,513,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Kinetic energy conversion to thrust power,
  description: Propulsive efficiency measures how effectively the engine's kinetic energy output is converted into aircraft propulsive power.,
  subsystem: General,
  id: 172,
  physics_domain: GeneralPhysics
}"
361,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Overall efficiency,
  description: The overall efficiency of a propulsion system is the product of its thermal and propulsive efficiencies.,
  subsystem: General,
  id: 20,
  physics_domain: GeneralPhysics
}",PRODUCT_OF,514,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Thermal efficiency and Propulsive efficiency,
  description: The overall efficiency of a propulsion system is the product of its thermal and propulsive efficiencies.,
  subsystem: General,
  id: 173,
  physics_domain: GeneralPhysics
}"
